130.83.183.89	TU Darmstadt, Hochschulrechenzentrum Mornewegstr. 30, 64293 Darmstadt, Germany,DE
130.243.207.77	Uppsala Student Network,SE
187.67.26.247	CLARO S.A.,BR
ff02::1:ff87:1f07	Private Use
119.59.124.163	453 Ladplacout Jorakhaebua,TH
147.32.3.64	Prague,CZ
198.185.19.211	LexisNexis,US
198.185.19.210	LexisNexis,US
198.185.19.213	LexisNexis,US
198.185.19.212	LexisNexis,US
46.4.50.148	Hetzner Online AG Datacenter 14,DE
23.62.237.48	Akamai Technologies, Inc.,US
66.155.11.250	Peer 1 Dedicated Hosting,US
192.249.122.131	InMotion Hosting, Inc.,US
ff02::1:ffe8:612	Private Use
192.241.229.144	Digital Ocean, Inc.,US
195.113.232.73	CESNET, z.s.p.o. Prague 6,CZ
31.23.89.241	OJSC Rostelecom Macroregional Branch South Rostov, Russia,RU
5.79.209.58	Intersvyaz-2 JSC,RU
65.55.223.28	Microsoft Corporation,US
65.55.223.29	Microsoft Corporation,US
185.57.248.141	CJSC Insit-Invest,RU
ff02::1:ffbd:f5d0	Private Use
65.55.223.20	Microsoft Corporation,US
141.101.114.59	CloudFlare, Inc.,US
65.55.223.22	Microsoft Corporation,US
31.200.244.17	UNELINK TELECOM, S.A.,ES
76.74.248.230	ServerBeach,US
2a00:1450:4014:80b::1019	EU metro frontend,IE
201.232.32.124	EPM Telecomunicaciones S.A. E.S.P.,CO
ff02::1:ff00:4f7	Private Use
200.116.206.58	DAEWOO_TRUKS_SA,CO
76.74.254.120	ServerBeach,US
50.17.183.90	Amazon.com, Inc.,US
216.92.249.190	pair Networks,US
216.34.181.97	SourceForge, Inc.,US
37.229.92.32	Kyivstar GSM Ukrainian mobile phone operator,UA
64.222.192.254	FAIRPOINT COMMUNICATIONS, INC.,US
ff02::1:ff00:c04	Private Use
ff02::1:ffe2:60b5	Private Use
147.32.83.210	Prague,CZ
54.230.45.68	Amazon Technologies Inc.,US
147.32.83.216	Prague,CZ
178.20.153.49	Freehost UA,UA
195.113.232.96	CESNET, z.s.p.o. Prague 6,CZ
5.35.124.66	LLC "Multiscan",RU
ff02::1:ff00:b30	Private Use
54.235.157.205	Amazon Technologies Inc.,US
fd2d:ab8c:225:0:ddfa:5d45:debd:775	Private Use
172.217.16.106	Google Inc.,US
195.113.232.91	CESNET, z.s.p.o. Prague 6,CZ
103.252.184.250	RedFox Teleservices Pvt LTd No 3,2nd floor, Road No 9, plot no 89, Jubilee hills, Hyderabad,IN
ff02::1:ff3c:c77f	Private Use
85.13.150.120	Neue Medien Muennich GmbH,DE
187.45.193.163	Locaweb Servios de Internet S/A,BR
52.16.98.15	Amazon Data Services Ireland Limited,IE
96.21.52.203	Videotron Ltee,CA
207.46.101.29	Microsoft Corporation,US
109.246.86.158	Robert Gordon subs,GB
54.192.99.173	Amazon Technologies Inc.,US
81.169.145.87	Strato Rechenzentrum, Berlin,DE
54.231.120.210	Amazon Technologies Inc.,US
31.210.122.233	INTER NET BILGISAYAR LTD STI,TR
ff02::1:ff00:d25	Private Use
5.56.139.157	LLC "Real-net",RU
172.227.107.152	Akamai Technologies, Inc.,US
119.59.123.102	453 Ladplacout Jorakhaebua,TH
93.184.220.20	NETBLK-03-EU-93-184-220-0-22,EU
93.117.161.153	JSC "Moldtelecom" S.A. Chisinau, Moldova,MD
ff02::1:ffe1:811e	Private Use
157.55.130.153	Microsoft Corporation,US
157.55.130.152	Microsoft Corporation,US
ff:ff:ff:ff:ff:ff	Not an IP
83.132.27.242	NOS COMUNICACOES S.A.,PT
173.194.35.90	Google Inc.,US
157.55.130.159	Microsoft Corporation,US
37.59.39.46	OVH SAS Dedicated servers http://www.ovh.com,FR
fe80::91d7:c7cc:5795:f857	Private Use
ff02::1:ff5a:c4a8	Private Use
2a00:1450:4014:80b::100f	EU metro frontend,IE
2a00:1450:4014:80b::100e	EU metro frontend,IE
2a00:1450:4014:80b::100d	EU metro frontend,IE
2a00:1450:4014:80b::100c	EU metro frontend,IE
2a00:1450:4014:80b::100b	EU metro frontend,IE
2a00:1450:4014:80b::100a	EU metro frontend,IE
185.31.16.133	Fastly Amsterdam 1 Operations,NL
71.12.39.63	Charter Communications,US
173.194.113.179	Google Inc.,US
157.55.235.172	Microsoft Corporation,US
94.138.210.202	IHS-VDS-NET-2,TR
188.138.72.79	Mass Sub Alloc,DE
5.178.147.250	Magticom,GE
173.194.113.177	Google Inc.,US
5.166.213.239	CJSC "ER-Telecom Holding" Nizhny Novgorod branch Nizhny Novgorod, Russia Individual PPPoE customers,RU
54.209.129.218	Amazon Technologies Inc.,US
151.229.71.160	Sky UK Limited,GB
2a00:1450:4005:809::100f	EU metro frontend,IE
192.185.29.116	WEBSITEWELCOME.COM,US
128.130.178.133	Wiedner Hauptstrasse 8-10/E020 A-1040 Wien,AT
173.194.70.95	Google Inc.,US
10.0.2.2	Private Use
216.151.210.122	ServerBeach,US
00:00:00:00:00:00	Not an IP
66.235.139.19	Adobe Systems Inc.,US
66.235.138.195	Adobe Systems Inc.,US
95.211.209.89	LeaseWeb Netherlands B.V.,NL
50.62.245.1	GoDaddy.com, LLC,US
5.55.43.103	Hellas On Line S.A.,GR
23.63.81.224	Akamai Technologies, Inc.,US
103.1.186.61	Mammoth Media Pty Ltd Suite S04 Level 1 / 34 Coonan St,AU
23.21.43.186	Amazon.com, Inc.,US
95.172.94.54	Quantcast Route,US
131.155.224.81	P.O. Box 513 5600 MD Eindhoven,NL
101.178.99.55	Telstra Level 12, 242 Exhibition St Melbourne VIC  3000,AU
68.116.5.134	Charter Communications,US
ff02::16	Private Use
116.87.111.123	StarHub Cable Vision Ltd Singapore Broadband Access Provider,SG
134.2.58.29	Eberhard Karls Universitaet Tuebingen Eberhard-Karls-Universitaet Tuebingen, Germany,DE
109.104.92.180	VPS-LINNEW-2,GB
107.181.161.221	Total Server Solutions L.L.C.,US
54.192.98.208	Amazon Technologies Inc.,US
178.23.244.51	DIR Hosting cloud customers dynamic allocation,DK
ff02::1:ff77:2762	Private Use
85.86.85.239	Global Telecommunication Service Provider of the Basque Country in Spain,ES
2a00:1450:4014:80b::1008	EU metro frontend,IE
2a00:1450:4014:80b::1007	EU metro frontend,IE
187.45.193.222	Locaweb Servios de Internet S/A,BR
2a00:1450:4014:80b::1005	EU metro frontend,IE
2a00:1450:4014:80b::1004	EU metro frontend,IE
2a00:1450:4014:80b::1003	EU metro frontend,IE
2a00:1450:4014:80b::1002	EU metro frontend,IE
2.21.97.105	Akamai Technologies,AT
2a00:1450:4014:80b::1000	EU metro frontend,IE
64.55.113.4	XO Communications,US
54.225.194.96	Amazon Technologies Inc.,US
93.184.220.197	NETBLK-03-EU-93-184-220-0-22,EU
93.184.220.196	NETBLK-03-EU-93-184-220-0-22,EU
157.56.52.20	Microsoft Corporation,US
157.56.52.23	Microsoft Corporation,US
101.100.162.168	Republic Telecom 231 Kew Crescent Kew Green,SG
81.0.212.200	Gemius s.r.o.,CZ
81.0.212.201	Gemius s.r.o.,CZ
157.56.52.29	Microsoft Corporation,US
173.194.44.239	Google Inc.,US
73.152.137.205	Comcast Cable Communications, LLC,US
ff02::1:ffcc:1f02	Private Use
212.58.244.114	BBC Telstra London Hosting Centre ******************************************************* * In case of any problems with users of this address * space (spam, attacks, illegal activity, etc) please * email abuse@bbc.co.uk with full logfile entries,GB
54.217.244.68	Amazon Technologies Inc.,US
176.34.236.79	DUB5 EC2,NL
192.152.0.148	HYDRABURX CORPORATION,US
223.222.13.74	Tbroad Suwon Broadcasting Corporation,KR
197.27.66.82	organisation : ORANGE TUNISIE INTERNET contact name: Walid CHELBI phone:  +216 3001 3001 e-mail: service_IP@orangetunisie.tn website: http://www.orange.tn/,TN
64.4.23.172	Microsoft Corporation,US
85.128.202.47	nazwa.pl webhosting servers,PL
64.4.23.171	Microsoft Corporation,US
64.4.23.176	Microsoft Corporation,US
ff02::1:ff00:3a7	Private Use
137.194.57.73	Telecom ParisTech DSI 46 rue Barrault 75634 Paris CEDEX 13 France,FR
